class,final_tweet
0,sma aliens clever clogs devided afghan nation two political entities namely afghans love
0,strange magical ways people make
0,best dad fathersday
0,disgrace poor kids already tough life
0,socks make weenie dog love
0,oprah winfrey show 20th anniversary collection came 17 hours
0,simple things past administration deliberately ignored
0,thankful life live direction going 14509
0,stay saint issue
0,well
0,lots stuff confirmed booked open details
1,hope still
0,performing tonight alongside amazing
0,fully lol dam know u pissed ur pants lmao
1,america owes
0,happy super duper
0,laughable see ali funeral service become pr
1,white still worst president ever likely president
0,know perfect know see beautiful imperfections
0,personal development
0,woke 6am entire morning nothing happy reunite coach meet many new friends
1,decolonizing way process together
0,floating towards happiness
0,work another double tomorrow
0,starkes
0,sister never
0,think caitlyn jenner still gets day
0,got somebody
0,bitchezzzz season 4
0,officially going see dec
0,young stop worrying
0,concern others might
0,man minneapolis hit car 230 alone whole
0,come us
0,haii happy sunday
0,time sing ole ole seeing rain outside
0,readyfoheday
0,hope fun seeing selena gomez sorry
0,really know show best
0,soon seems food keep
0,milestones south centre mall
0,club dinner
1,profitable thing im
0,even words
0,repostapp
0,wish everyone
0,staed message order products learn sta myavonstory
0,beautiful
0,come see brooklyn host parade
0,bihday lunch dear friend sammaki lovely afternoon
0,woke butterflies one sleep
0,looking forwards sneaky peek new extension tomorrow
0,pack 10 gbp get
0,luckily got
0,getting ready hand annual staff excellence
0,wait hear describes incident since incapable using words islamic
0,bounced many times nasty close always came brain
0,social media divide growing
0,may
0,make overweight dog
0,new kala baritone ukulele way wait use new
0,legend happy
0,buffalo buffalo take vicinity homes wa
0,find making schools places
0,love anniversaries 2016 beginning best vintage era ever anniversary
0,broda smile shine like stars
0,waiting see store ed liv
0,days hu today feels like burning
0,make
0,hope late get
0,recovers poll led still
0,looking forward arriving tonight
0,kanami sorana thank
0,think hit never get another new awesome wow
0,check fathers day blu rays spray
0,repoer read lgbt
0,rather aiiight
0,one want live happy tie people things
0,happy
0,long kent coast
1,unsatisfied moved nuclear terror
0,250 days happy today
0,another shot show
0,old guy needs sleep catch soon
0,swimming
0,working something
0,alfie met
0,stop feeling sorry sta makes proud ali
0,new hope temple
0,thankful
0,love story like really
0,think constitution amendments still basing view 21st century
0,made ski come
0,get excited treat one delicious bagel
0,wrong
0,training work quick disney store trip cos
0,poor little one
0,mon bad enough last series without messing
1,except made comments suppoing say made
0,friday ladies great weekend
0,rajo
0,different eye contact two guys care another one
0,looks like closed hope wrong reason closed today
0,announce 2nd smile farms community bridge builders opening
0,gotta dna tests know baby father
0,look
0,sigh
1,new new new new new new new kids
0,getting sandy grave california
0,fathers day love dad daam true quote dad
0,happy 5th bihday
0,best job ever fathers
0,omg new orange new black season netflix
0,euphorix 40 bottles get euphorix limited supplies last
0,play new every 4
0,humble reasonable powers cannot norman vincent peale
0,today bank holiday delivery package god
0,always go
0,today stories confirm anxiety disorder
0,days
0,tell people ima rider nobody cry die outlaw let ride bihday
0,daisy day today
0,eyes though love
0,throwing wacko leftists next join code
0,alissa got hit 8 year olds tourney 16 year
0,besides looks lot nicer room bottom bigger
0,announces yet another underwhelming slew useless ui updates iphone user wants
1,want
0,hide decided go
0,finished marking
0,happiest people best mean forever cause sad story happy
0,baby melts hea
0,feelin lil ness
0,dont think ever close
0,bst thng tat cud hapn 2 glad share voic wade
1,like definitely going like
0,victim needs joke
0,feel realize need sta whiteboard redo drupal content types taxonomies
0,help creates mutual prerequisites
0,coming soon
0,really cuz niggas know still amma keep praying god almight
0,oh
1,mean rest us weapon
0,longing
0,cena de cumple thanks mom
0,feeling low ages one person want talk responding knows online
0,finally got phone like brand new phone
0,gud nights pitaji father day today
0,lights power time business end build process
0,new summer heater
1,buffalo school districts boots trump ally racist
1,dear wont buy yur retail pissedoffitalian
0,studying parks feeling cool
0,rashford lallana england going win think gary neville making decisions instead
0,go far expensive commute bc
0,today last day jsms middle bitter sweet feeling happy
0,houseofolive nigeria
1,pay via
0,repost
0,date sunday
0,helping little people manage big
0,happy dragon boat
0,tragic death british mp joe cox serve reminder cool political rhetoric sides deadly
0,gotta identify problem u solve nothing talk
0,suit
0,feels good dancing
1,early wish also wish well
0,wait see monday cabaret cruise giving norma
1,shot inside pussy office woman
0,happened
0,wild food adaptation
0,rumi
0,find latin super found gem local
0,first performance went
0,playing philip aaberg music song
0,big g stepping false
0,love ke
0,famous founders remained ceo company
0,wow get blessed incredible sense humor
0,lay holiday cloths
0,thankful
0,else check
0,good time 2 get ready 4 awesome
0,thankful
0,wow
0,wish wonderful
0,easily amused
0,things straight people saying regards
0,coldplay tomorrow night wembley
0,thankful vacation
0,lost bet friend change picture week
0,fab kitchen lets go kitchen team
0,awww beautiful romance literally staed listening
0,time next week working new job
0,imagine black people looking handout
0,nailed pen episode elevates one
0,end always
0,singing makes
0,brilliantly adveising
0,people feel drives achieve
0,secret bout christ unashamedly loves wants make
1,need different word altogether defines whites satisfy hateful ppl like
0,greatest gift ever came call feeling proud
0,cannot wait show new
0,celebrating bihday messiha talking kicking indians
0,happy competitor
0,rooster want climb vast expanse reached leakage cock
0,news
0,good
0,belief stronger
0,supposedly taunton cross paths hitchens last another religion claiming
0,waiting see wonderful live
1,tyler perry claims critics tlc series
0,dness never without
0,queen duke edinburgh arrive stpaulslondon thanksgiving service
0,enjoyed sunny weather hang
0,happy twins
0,winter menu coming soon
0,dear unborn children humble advice form essence please learn debts await
0,cool healthy
0,loved hearing voice saturday night
0,suppo loves gays much takes donations countries kill
0,wait see
0,pa lineup fest saturday
0,see prettiest girls strip smoking good ass cigarettes face
0,tomorrow
1,smh cant take one sided standards
0,u dad
0,friday
0,summer screenshot ontario
0,happy girls prettiest chateau
1,1 get house order 2 returning stolen land
0,wonderful world
0,daily tips poetry ghazals follow
0,wait watch everyone
0,never happy others always 1
0,laugh affects perceived
1,age true ethnicity biblical people caused overlap
0,225 sees relief rally ahead fed
0,sit back someone else clean regular cleanings
0,farhad
0,feels like friday really thursday
0,second round beating de
0,going conce guy checks goes security 2 guns
0,knew nothing ideal candidate buy large chain depament stores
0,always reason smile
0,go hashtag see real
0,bull hill reach target complete task strong excitem
0,comes quantities sources basis
0,licking wounds ego muttering curses stealing spotlight
1,coz dont mean woh must
0,happier kim serafini
0,1 hour left till exciting announcement
0,gorilla need adapt need tear materia
0,fan girl opened facebook account chat tracy
0,gudmorning independence
0,beginning 2 see coming 2 end
0,days day
0,save suckiness future
0,gave
0,sunday
0,hea breaks think desperate keeping even bet
0,wanted say happy fathers day dad heaven
0,3 massive games today 4 day weekend v 2pm v 5pm v 8pm
0,dog blue congestive treating medicine however way fix dogs broken
0,something learn day trust save serve
0,blue sky oh missed
0,fun
0,losing teeth growing
0,new piece
1,vandalised condemns act
0,dearest almighty plz eradicate savagery entire
0,thankful honest
0,oh get front well yes ok go right ahead saying
0,seriously going go hulk mode minute
0,last shot hotel stayed back
0,flip flop may flipping flopping awsome successful
0,split screen 301
0,people say wanna
0,outdoor pictures event testing new car today
0,anyone help like
0,bull dominate bull direct whatever want
0,littlest things mean
0,thanks sparkles loves appreciates trust
1,muslims hate
1,felt lawrence fishburn added hollywood stereotypes made
0,thankful
0,hello vote
0,make
0,may filled love abba father
0,sex stories ns porn
0,look popey village
0,ready officially say
0,thankful
0,thanks recent follow connect
0,happy hppy
1,feds provide inadequate care internal memo
0,sometimes feel wanna found perfect husband yet
0,feeling rn hate crying
0,n feels proud n lucky enough fr 1st
0,missed cute costa
0,happy sunday good people jesus bless us sunday
0,strolling friends cold night
0,google twitter created orwellian
0,anyone flying glasgow philadelphia poland 26th
0,day
0,see hillary got inspiration
1,keeps telling see every
